서울특별시,37.5662994,126.9757564,1100000000
부산광역시,35.179694,129.075047,2600000000
대구광역시,35.8758305,128.5664201,2700000000
인천광역시,37.4567244,126.7019989,2800000000
광주광역시,35.1561256,126.8424981,2900000000
대전광역시,36.350461,127.3826247,3000000000
울산광역시,35.5396267,129.3093336,3100000000
세종특별자치시,36.4801027,127.2868414,3611000000
경기도,37.2750552,127.0072508,4100000000
강원도,37.8565935,128.1914862,4200000000
충청북도,36.8585327,127.767342,4300000000
충청남도,36.6216828,126.8177328,4400000000
경상북도,36.576025,128.5034016,4700000000
경상남도,35.4606854,128.1915016,4800000000
전라북도,35.8203643,127.106533,4500000000
전라남도,34.8526631,126.9305283,4600000000
제주특별자치도,33.3675796,126.4986018,5000000000
