강원도 고성군,38.3806338,128.4656335,4282000000
강원도 동해시,37.5247132,129.1120977,4217000000
강원도 삼척시,37.4499243,129.1629805,4223000000
강원도 속초시,38.2070215,128.5896684,4221000000
강원도 양구군,38.1099127,127.989401,4280000000
강원도 양양군,38.0753963,128.6169339,4283000000
강원도 영월군,37.1836964,128.4596429,4275000000
강원도 원주시,37.3409304,127.9153898,4213000000
강원도 인제군,38.0695402,128.16754,4281000000
강원도 정선군,37.3807188,128.6592174,4277000000
강원도 철원군,38.1467466,127.3111663,4278000000
강원도 춘천시,37.8812805,127.7278822,4211000000
강원도 태백시,37.1632506,128.9799988,4219000000
강원도 평창군,37.3707457,128.388144,4276000000
강원도 홍천군,37.6970397,127.8866275,4272000000
강원도 화천군,38.106289,127.7059368,4279000000
강원도 횡성군,37.4913986,127.9837832,4273000000
충청북도 괴산군,36.8153395,127.7844684,4376000000
충청북도 단양군,36.9846631,128.3632691,4380000000
충청북도 보은군,36.4893996,127.727289,4372000000
충청북도 영동군,36.1750278,127.7812365,4374000000
충청북도 옥천군,36.3044041,127.5652152,4373000000
충청북도 음성군,36.9402393,127.6883075,4377000000
충청북도 제천시,37.1325864,128.1887538,4315000000
충청북도 증평군,36.7853117,127.5792946,4374500000
충청북도 진천군,36.8550899,127.4340831,4375000000
충청북도 청주시,36.6420517,127.4866278,4311000000
충청북도 충주시,37.0005585,127.8999018,4313000000
충청남도 계룡시,36.2742335,127.246633,4425000000
충청남도 공주시,36.4465944,127.1168483,4415000000
충청남도 금산군,36.1087156,127.4854711,4471000000
충청남도 논산시,36.1871633,127.0966963,4423000000
충청남도 당진시,36.8899422,126.643605,4427000000
충청남도 보령시,36.3334074,126.6105495,4418000000
충청남도 부여군,36.2757223,126.907595,4476000000
충청남도 서산시,36.7848196,126.448126,4421000000
충청남도 서천군,36.0792692,126.6877904,4477000000
충청남도 아산시,36.7824866,126.9623305,4420000000
충청남도 예산군,36.6802283,126.8424783,4481000000
충청남도 천안시,36.8147147,127.1374934,4413000000
충청남도 청양군,36.4591615,126.8000656,4479000000
충청남도 태안군,36.7416086,126.2551358,4482500000
충청남도 홍성군,36.6012899,126.6586105,4480000000
전라북도 고창군,35.4357924,126.699915,4579000000
전라북도 군산시,35.9428252,126.6369359,4513000000
전라북도 김제시,35.8035222,126.8783323,4521000000
전라북도 남원시,35.4163617,127.3882107,4519000000
전라북도 무주군,36.0068233,127.658614,4573000000
전라북도 부안군,35.7318126,126.7312929,4580000000
전라북도 순창군,35.37443,127.1353072,4577000000
전라북도 완주군,35.9167212,127.1702149,4571000000
전라북도 익산시,36.0119654,126.9038907,4514000000
전라북도 임실군,35.6178083,127.2869102,4575000000
전라북도 장수군,35.6473086,127.5190256,4574000000
전라북도 전주시,35.8241975,127.1458065,4511000000
전라북도 정읍시,35.5698547,126.8538418,4518000000
전라북도 진안군,35.791734,127.4226976,4572000000
전라남도 강진군,34.6420542,126.7650945,4681000000
전라남도 고흥군,34.6112054,127.2828522,4677000000
전라남도 곡성군,35.2820149,127.2898624,4672000000
전라남도 광양시,34.9406529,127.69378,4623000000
전라남도 구례군,35.2025044,127.4605838,4673000000
전라남도 나주시,35.0158974,126.708674,4617000000
전라남도 담양군,35.3212272,126.9860568,4671000000
전라남도 목포시,34.8118335,126.3900147,4611000000
전라남도 무안군,34.9904248,126.4795019,4684000000
전라남도 보성군,34.771433,127.0778952,4678000000
전라남도 순천시,34.9505546,127.4866998,4615000000
전라남도 신안군,34.8289081,126.084121,4691000000
전라남도 여수시,34.760901,127.6510149,4613000000
전라남도 영광군,35.2771854,126.509894,4687000000
전라남도 영암군,34.799779,126.695593,4683000000
전라남도 완도군,34.310982,126.7528814,4689000000
전라남도 장성군,35.301817,126.7826976,4688000000
전라남도 장흥군,34.6816074,126.904886,4680000000
전라남도 진도군,34.4868144,126.261368,4690000000
전라남도 함평군,35.0659164,126.5144968,4686000000
전라남도 해남군,34.5733652,126.5970565,4682000000
전라남도 화순군,35.0644522,126.9844523,4679000000
경상북도 경산시,35.8489311,128.6857977,4729000000
경상북도 경주시,35.8561759,129.222609,4713000000
경상북도 고령군,35.7261457,128.2607588,4783000000
경상북도 구미시,36.1027095,128.2720267,4719000000
경상북도 군위군,36.2429233,128.570743,4772000000
경상북도 김천시,36.1398713,128.1114561,4715000000
경상북도 문경시,36.5868215,128.1848969,4728000000
경상북도 봉화군,36.8930978,128.7303755,4792000000
경상북도 상주시,36.4109707,128.1568299,4725000000
경상북도 성주군,35.9193213,128.2810479,4784000000
경상북도 안동시,36.5684353,128.72736,4717000000
경상북도 영덕군,36.405047,129.2796637,4777000000
경상북도 영양군,36.6666601,129.1102071,4776000000
경상북도 영주시,36.8056963,128.621766,4721000000
경상북도 영천시,35.9996495,128.9024899,4723000000
경상북도 예천군,36.646694,128.4352438,4790000000
경상북도 울릉군,37.4844306,130.9036854,4794000000
경상북도 울진군,36.9930709,129.3983921,4793000000
경상북도 의성군,36.3527177,128.6948946,4773000000
경상북도 청도군,35.6473533,128.732189,4782000000
경상북도 청송군,36.4362983,129.054886,4775000000
경상북도 칠곡군,35.9946478,128.3976583,4785000000
경상북도 포항시,36.0190429,129.3414537,4711000000
경상남도 거제시,34.8805155,128.6190188,4831000000
경상남도 거창군,35.6865179,127.907827,4888000000
경상남도 고성군,34.9833705,128.2718622,4882000000
경상남도 김해시,35.2353223,128.8567719,4825000000
경상남도 남해군,34.8376894,127.890401,4884000000
경상남도 밀양시,35.485748,128.7425559,4827000000
경상남도 사천시,35.0036595,128.0620756,4824000000
경상남도 산청군,35.4155362,127.8712934,4886000000
경상남도 양산시,35.353378,129.0165416,4833000000
경상남도 의령군,35.3221944,128.259548,4872000000
경상남도 진주시,35.179989,128.1072611,4817000000
경상남도 창녕군,35.5445971,128.490134,4874000000
경상남도 창원시,35.2279912,128.6796203,4812000000
경상남도 통영시,34.854951,128.428826,4822000000
경상남도 하동군,35.0672151,127.7490746,4885000000
경상남도 함안군,35.2724802,128.404341,4873000000
경상남도 함양군,35.5205495,127.7229819,4887000000
경상남도 합천군,35.5666974,128.1636768,4889000000
제주특별자치도 서귀포시,33.252683,126.553749,5013000000
제주특별자치도 제주시,33.4980422,126.5256409,5011000000
